epoch,train_loss,val_data,val_dt,val_pinn,val_pinn_ic,val_total,elapsed_s
1,0.3486000895500183,0.3531331419944763,59.14077377319336,27.693071365356445,1.8406985998153687,89.02767944335938,0.3
50,0.0008684301865287125,0.0008567446493543684,3.827741861343384,2.503516435623169,0.018524549901485443,6.350639820098877,12.4
100,0.00019113044254481792,0.00019178178627043962,0.7757705450057983,0.5142270922660828,0.0017287705559283495,1.2919182777404785,25.3
150,6.993183342274278e-05,6.926759670022875e-05,0.498817503452301,0.20851761102676392,0.0007612272165715694,0.7081655859947205,38.3
200,3.765954897971824e-05,3.7875608541071415e-05,0.30160248279571533,0.1282181292772293,0.00047439325135201216,0.43033289909362793,51.3
250,2.2335707399179228e-05,2.2084894226281904e-05,0.21473410725593567,0.08743932843208313,0.0002750926942098886,0.3024706244468689,64.3
300,1.4617211490985937e-05,1.4599540918425191e-05,0.16498087346553802,0.06315440684556961,0.00016297791444230825,0.22831286489963531,76.6
350,1.0649215255398303e-05,1.0393619959359057e-05,0.13866139948368073,0.05051467567682266,0.00014222413301467896,0.18932870030403137,87.9
400,8.090999472187832e-06,8.093820724752732e-06,0.11504428833723068,0.04438241198658943,9.162081551039591e-05,0.15952642261981964,99.0
450,6.695441697956994e-06,6.715907147736289e-06,0.1053149551153183,0.03982242941856384,7.2148883191403e-05,0.14521625638008118,109.2
500,6.028003099345369e-06,6.025857601343887e-06,0.09947223216295242,0.03765348345041275,6.660602957708761e-05,0.13719835877418518,116.9
550,6.013012807670748e-06,6.0182373999850824e-06,0.09931274503469467,0.037582822144031525,6.661966472165659e-05,0.1369682103395462,119.4
600,6.013012807670748e-06,6.0182373999850824e-06,0.09931274503469467,0.037582822144031525,6.661966472165659e-05,0.1369682103395462,121.9
650,6.013012807670748e-06,6.0182373999850824e-06,0.09931274503469467,0.037582822144031525,6.661966472165659e-05,0.1369682103395462,124.3
700,6.013012807670748e-06,6.0182373999850824e-06,0.09931274503469467,0.037582822144031525,6.661966472165659e-05,0.1369682103395462,126.8
750,6.013012807670748e-06,6.0182373999850824e-06,0.09931274503469467,0.037582822144031525,6.661966472165659e-05,0.1369682103395462,129.2
800,6.013012807670748e-06,6.0182373999850824e-06,0.09931274503469467,0.037582822144031525,6.661966472165659e-05,0.1369682103395462,131.7
850,6.013012807670748e-06,6.0182373999850824e-06,0.09931274503469467,0.037582822144031525,6.661966472165659e-05,0.1369682103395462,134.1
900,6.013012807670748e-06,6.0182373999850824e-06,0.09931274503469467,0.037582822144031525,6.661966472165659e-05,0.1369682103395462,136.5
950,6.013012807670748e-06,6.0182373999850824e-06,0.09931274503469467,0.037582822144031525,6.661966472165659e-05,0.1369682103395462,138.9
1000,6.013012807670748e-06,6.0182373999850824e-06,0.09931274503469467,0.037582822144031525,6.661966472165659e-05,0.1369682103395462,141.4
