epoch,train_loss,val_data,val_dt,val_pinn,val_pinn_ic,val_total,elapsed_s
1,0.32386136054992676,0.3282616138458252,59.26959991455078,32.02539825439453,1.9470415115356445,93.57030487060547,0.2
50,0.0007027676329016685,0.000686054874677211,3.4894402027130127,2.514786720275879,0.016411351040005684,6.021324634552002,9.6
100,0.0001550968736410141,0.00015385796723421663,0.6297227740287781,0.5348195433616638,0.0013588741421699524,1.1660550832748413,19.8
150,5.4641368478769436e-05,5.386438351706602e-05,0.33707699179649353,0.2658856213092804,0.0007113319588825107,0.6037278175354004,30.1
200,2.9320404792088084e-05,2.867028524633497e-05,0.24222159385681152,0.14794853329658508,0.00042374440818093717,0.3906225562095642,40.6
250,1.8223421648144722e-05,1.7346401364193298e-05,0.1833648383617401,0.10271816700696945,0.0002817519707605243,0.28638210892677307,50.7
300,1.317342230322538e-05,1.2727607099805027e-05,0.14471657574176788,0.0772070661187172,0.00022666457516606897,0.22216303646564484,59.8
350,9.323609447164927e-06,9.159030014416203e-06,0.09634826332330704,0.04967036470770836,0.00016508631233591586,0.14619287848472595,68.9
400,7.739868124190252e-06,7.618340532644652e-06,0.08120308071374893,0.039466746151447296,0.00012322365364525467,0.1208006739616394,76.8
450,6.562634098372655e-06,6.474578640336404e-06,0.06671756505966187,0.0322989821434021,9.583443898009136e-05,0.09911885857582092,83.9
500,5.748990133724874e-06,5.758642146247439e-06,0.0672086849808693,0.02819819003343582,7.504734821850434e-05,0.09548768401145935,90.3
550,5.748990133724874e-06,5.758642146247439e-06,0.0672086849808693,0.02819819003343582,7.504734821850434e-05,0.09548768401145935,92.0
600,5.748990133724874e-06,5.758642146247439e-06,0.0672086849808693,0.02819819003343582,7.504734821850434e-05,0.09548768401145935,93.6
650,5.748990133724874e-06,5.758642146247439e-06,0.0672086849808693,0.02819819003343582,7.504734821850434e-05,0.09548768401145935,95.2
700,5.748990133724874e-06,5.758642146247439e-06,0.0672086849808693,0.02819819003343582,7.504734821850434e-05,0.09548768401145935,96.9
750,5.748990133724874e-06,5.758642146247439e-06,0.0672086849808693,0.02819819003343582,7.504734821850434e-05,0.09548768401145935,98.5
800,5.748990133724874e-06,5.758642146247439e-06,0.0672086849808693,0.02819819003343582,7.504734821850434e-05,0.09548768401145935,100.1
850,5.748990133724874e-06,5.758642146247439e-06,0.0672086849808693,0.02819819003343582,7.504734821850434e-05,0.09548768401145935,101.7
900,5.748990133724874e-06,5.758642146247439e-06,0.0672086849808693,0.02819819003343582,7.504734821850434e-05,0.09548768401145935,103.4
950,5.748990133724874e-06,5.758642146247439e-06,0.0672086849808693,0.02819819003343582,7.504734821850434e-05,0.09548768401145935,105.0
1000,5.748990133724874e-06,5.758642146247439e-06,0.0672086849808693,0.02819819003343582,7.504734821850434e-05,0.09548768401145935,106.7
