epoch,train_loss,val_data,val_dt,val_pinn,val_pinn_ic,val_total,elapsed_s
1,0.37535321712493896,0.38945600390434265,82.0794906616211,36.49864959716797,2.0677552223205566,121.03535461425781,0.1
50,0.0006183332297950983,0.0005769648123532534,2.42850923538208,1.4241409301757812,0.019404487684369087,3.872631549835205,5.1
100,0.00015653956506866962,0.00014115044905338436,0.4849066138267517,0.424804151058197,0.0030861408449709415,0.9129380583763123,10.8
150,4.79514455946628e-05,4.326114139985293e-05,0.2948569655418396,0.2698177993297577,0.0013173996703699231,0.5660353899002075,16.8
200,2.4003327780519612e-05,2.1384023057180457e-05,0.16891641914844513,0.15139742195606232,0.0005071008345112205,0.32084229588508606,22.2
250,1.6193418559851125e-05,1.4240732525649946e-05,0.12354078888893127,0.10493192821741104,0.00037417528801597655,0.22886112332344055,27.1
300,1.1838562386401463e-05,1.087571399693843e-05,0.09810861200094223,0.0709553137421608,0.00020028035214636475,0.16927509009838104,31.9
350,9.513706572761294e-06,8.946344678406604e-06,0.09644872695207596,0.05598198622465134,0.00014035032654646784,0.15258000791072845,35.9
400,8.98503731150413e-06,8.686801265866961e-06,0.09340794384479523,0.05053700879216194,0.00012522845645435154,0.14407886564731598,37.9
450,8.98503731150413e-06,8.686801265866961e-06,0.09340794384479523,0.05053700879216194,0.00012522845645435154,0.14407886564731598,38.9
500,8.98503731150413e-06,8.686801265866961e-06,0.09340794384479523,0.05053700879216194,0.00012522845645435154,0.14407886564731598,40.0
550,8.98503731150413e-06,8.686801265866961e-06,0.09340794384479523,0.05053700879216194,0.00012522845645435154,0.14407886564731598,41.0
600,8.98503731150413e-06,8.686801265866961e-06,0.09340794384479523,0.05053700879216194,0.00012522845645435154,0.14407886564731598,42.0
650,8.98503731150413e-06,8.686801265866961e-06,0.09340794384479523,0.05053700879216194,0.00012522845645435154,0.14407886564731598,43.1
700,8.98503731150413e-06,8.686801265866961e-06,0.09340794384479523,0.05053700879216194,0.00012522845645435154,0.14407886564731598,44.1
750,8.98503731150413e-06,8.686801265866961e-06,0.09340794384479523,0.05053700879216194,0.00012522845645435154,0.14407886564731598,45.2
800,8.98503731150413e-06,8.686801265866961e-06,0.09340794384479523,0.05053700879216194,0.00012522845645435154,0.14407886564731598,46.2
850,8.98503731150413e-06,8.686801265866961e-06,0.09340794384479523,0.05053700879216194,0.00012522845645435154,0.14407886564731598,47.3
900,8.98503731150413e-06,8.686801265866961e-06,0.09340794384479523,0.05053700879216194,0.00012522845645435154,0.14407886564731598,48.6
950,8.98503731150413e-06,8.686801265866961e-06,0.09340794384479523,0.05053700879216194,0.00012522845645435154,0.14407886564731598,49.7
1000,8.98503731150413e-06,8.686801265866961e-06,0.09340794384479523,0.05053700879216194,0.00012522845645435154,0.14407886564731598,50.7
