epoch,train_total,train_data,train_dt,train_pinn,train_pinn_ic,d_data,d_dt_norm,d_pinn_norm,d_ic,val_total,val_data,val_dt,weight_data,weight_dt,weight_pinn,weight_pinn_ic,elapsed_s
1,0.43652015924453735,0.3712412714958191,61.69685745239258,17.82798194885254,1.7992442846298218,0.0,0.0,0.0,0.0,61.14853793382645,0.35773974657058716,60.79079818725586,1.0,0.0010000000474974513,9.999999747378752e-05,0.0010000000474974513,2.2702269554138184
2,0.34668248891830444,0.28203168511390686,61.94680404663086,7.813676834106445,1.9226269721984863,-0.08920958638191223,2.1257669925689697,68.81873321533203,0.12338268756866455,61.311199367046356,0.2726671099662781,61.03853225708008,1.0,0.0010000000474974513,9.999999747378752e-05,0.0010000000474974513,4.098012685775757
3,0.26697272062301636,0.19907204806804657,63.75668716430664,10.90201473236084,3.0537707805633545,-0.08295963704586029,16.171478271484375,38.27911376953125,1.1311438083648682,63.05307428538799,0.19181863963603973,62.86125564575195,1.0,0.0010000000474974513,9.999999747378752e-05,0.0010000000474974513,5.926605701446533
4,0.25550708174705505,0.1876121610403061,63.87017059326172,6.915026664733887,3.3332459926605225,-0.011459887027740479,1.6135073900222778,36.841575622558594,0.27947521209716797,63.15744811296463,0.18210631608963013,62.975341796875,1.0,0.0010000000474974513,9.999999747378752e-05,0.0010000000474974513,7.760458469390869
5,0.2437094748020172,0.1762423813343048,63.62654113769531,6.458609580993652,3.1946961879730225,-0.011369779706001282,1.275305986404419,11.806488990783691,-0.1385498046875,62.91553093492985,0.17269112169742584,62.74283981323242,1.0,0.0010000000474974513,9.999999747378752e-05,0.0010000000474974513,9.894766807556152
6,0.23642104864120483,0.16927458345890045,63.35821533203125,6.565147876739502,3.1317341327667236,-0.006967797875404358,2.4089138507843018,4.59243631362915,-0.06296205520629883,62.646915316581726,0.16670215129852295,62.4802131652832,1.0,0.0010000000474974513,9.999999747378752e-05,0.0010000000474974513,11.881500005722046
7,0.2332698553800583,0.16642963886260986,63.16057586669922,5.899107456207275,3.0897390842437744,-0.0028449445962905884,1.8215162754058838,5.824979305267334,-0.04199504852294922,62.449308440089226,0.16432766616344452,62.28498077392578,1.0,0.0010000000474974513,9.999999747378752e-05,0.0010000000474974513,13.729910612106323
8,0.22684340178966522,0.1609303504228592,62.37178421020508,5.763494491577148,2.9649133682250977,-0.005499288439750671,6.531655311584473,7.397631645202637,-0.12482571601867676,61.64606510102749,0.15903888642787933,61.48702621459961,1.0,0.0010000000474974513,9.999999747378752e-05,0.0010000000474974513,15.579881191253662
9,0.20449630916118622,0.13985487818717957,58.23249053955078,38.58064651489258,2.550884485244751,-0.021075472235679626,28.976499557495117,219.797119140625,-0.4140288829803467,57.478728488087654,0.13757629692554474,57.34115219116211,1.0,0.0010000000474974513,9.999999747378752e-05,0.0010000000474974513,17.434622764587402
10,0.1516476422548294,0.09736362844705582,48.487884521484375,36.99061584472656,2.097062110900879,-0.04249124974012375,83.28801727294922,37.610572814941406,-0.45382237434387207,47.764941439032555,0.09405063092708588,47.67089080810547,1.0,0.0010000000474974513,9.999999747378752e-05,0.0010000000474974513,19.516082048416138
11,0.12056579440832138,0.07293406128883362,43.06191635131836,30.58193016052246,1.5116232633590698,-0.0244295671582222,58.58454132080078,145.95875549316406,-0.5854388475418091,42.54296663403511,0.07024171948432922,42.47272491455078,1.0,0.0010000000474974513,9.999999747378752e-05,0.0010000000474974513,21.378262042999268
12,0.07678156346082687,0.04527067020535469,27.677791595458984,30.793649673461914,0.7537387609481812,-0.027663391083478928,153.30477905273438,17.900236129760742,-0.7578845024108887,27.039999652653933,0.04166858270764351,26.99833106994629,1.0,0.0010000000474974513,9.999999747378752e-05,0.0010000000474974513,23.24280858039856
13,0.05385032668709755,0.030428972095251083,20.904151916503906,20.79436683654785,0.43776366114616394,-0.014841698110103607,66.96490478515625,69.78990173339844,-0.3159750998020172,20.45305409282446,0.0278259739279747,20.425228118896484,1.0,0.0010000000474974513,9.999999747378752e-05,0.0010000000474974513,25.109983444213867
14,0.038943782448768616,0.020703021436929703,16.76177406311035,12.380514144897461,0.24093292653560638,-0.00972595065832138,27.08526611328125,54.07769012451172,-0.19683073461055756,16.140934923663735,0.018630007281899452,16.122304916381836,1.0,0.0010000000474974513,9.999999747378752e-05,0.0010000000474974513,27.00812578201294
15,0.02798997238278389,0.01476206909865141,12.537787437438965,5.642262935638428,0.1258891075849533,-0.005940952338278294,27.66712760925293,39.866455078125,-0.11504381895065308,11.989054442383349,0.013145209290087223,11.975909233093262,1.0,0.0010000000474974513,9.999999747378752e-05,0.0010000000474974513,28.92340326309204
16,0.022108715027570724,0.010598989203572273,10.919245719909668,4.732789516448975,0.1172015592455864,-0.004163079895079136,8.179450035095215,8.537091255187988,-0.008687548339366913,10.36615595035255,0.00944933108985424,10.356706619262695,1.0,0.0010000000474974513,9.999999747378752e-05,0.0010000000474974513,30.839077472686768
