epoch,train_total,train_data,train_dt,train_pinn,train_pinn_ic,d_data,d_dt_norm,d_pinn_norm,d_ic,val_total,val_data,val_dt,weight_data,weight_dt,weight_pinn,weight_pinn_ic,elapsed_s
1,0.34337490797042847,0.34328049421310425,62.10468292236328,30.36088752746582,1.9565690755844116,0.0,0.0,0.0,0.0,60.33529567718506,0.33949947357177734,59.99579620361328,1.0,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,21.91429591178894
2,0.2730068862438202,0.2729286849498749,62.44841766357422,13.836997032165527,1.9321787357330322,-0.07035180926322937,2.8649661540985107,127.5499038696289,-0.024390339851379395,60.58878144621849,0.26595887541770935,60.32282257080078,1.0,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,23.701972723007202
3,0.18982475996017456,0.18974363803863525,64.07715606689453,13.804085731506348,3.246373176574707,-0.08318504691123962,15.276164054870605,10.669135093688965,1.3141944408416748,62.13107451796532,0.1866966187953949,61.94437789916992,1.0,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,25.689884424209595
4,0.1781470775604248,0.17806944251060486,64.17311096191406,10.13930606842041,3.319190263748169,-0.011674195528030396,2.309335470199585,26.012598037719727,0.07281708717346191,62.22582732141018,0.174386128783226,62.05144119262695,1.0,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,27.612597942352295
5,0.16992056369781494,0.16982696950435638,63.93165588378906,26.497495651245117,3.1740472316741943,-0.008242473006248474,2.0193662643432617,122.29228210449219,-0.1451430320739746,61.99584038555622,0.16699440777301788,61.8288459777832,1.0,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,29.39358949661255
6,0.16548211872577667,0.16539959609508514,63.80906295776367,15.540425300598145,3.181072235107422,-0.00442737340927124,1.5267544984817505,70.4001235961914,0.007025003433227539,61.86715179681778,0.16320663690567017,61.70394515991211,1.0,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,31.179192781448364
7,0.15898442268371582,0.15890555083751678,62.77674102783203,13.092222213745117,3.00726318359375,-0.006494045257568359,8.087858200073242,54.547115325927734,-0.17380905151367188,60.81149244308472,0.15634870529174805,60.65514373779297,1.0,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,32.9671835899353
8,0.12285814434289932,0.12273646146059036,55.19575500488281,63.99943161010742,2.4907145500183105,-0.03616908937692642,58.2994270324707,329.4215087890625,-0.5165486335754395,53.129395470023155,0.11912630498409271,53.01026916503906,1.0,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,34.97356176376343
9,0.08858085423707962,0.08847105503082275,49.27952575683594,58.47502517700195,2.044151544570923,-0.03426540642976761,52.397159576416016,151.40174865722656,-0.4465630054473877,47.17880064994097,0.08758742362260818,47.09121322631836,1.0,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,36.770671129226685
10,0.05787109211087227,0.05779660493135452,38.38785934448242,34.97401809692383,1.1223688125610352,-0.03067445009946823,115.99726104736328,266.1005859375,-0.9217827320098877,36.31169669702649,0.056043315678834915,36.255653381347656,1.0,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,38.78275728225708
11,0.030488556250929832,0.030434560030698776,24.737802505493164,28.76378059387207,0.4942866861820221,-0.027362044900655746,137.4922332763672,51.51181411743164,-0.6280821561813354,22.86209953390062,0.029393082484602928,22.832706451416016,1.0,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,40.79988980293274
12,0.02066265419125557,0.02062561921775341,19.74578857421875,16.991695404052734,0.297475665807724,-0.009808940812945366,27.334945678710938,65.74250030517578,-0.1968110203742981,18.153926895931363,0.020120667293667793,18.133806228637695,1.0,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,42.6063449382782
13,0.014803380705416203,0.014773226343095303,17.635278701782227,12.291089057922363,0.22790375351905823,-0.005852392874658108,12.913668632507324,30.490886688232422,-0.06957191228866577,16.179752318188548,0.01429554633796215,16.165456771850586,1.0,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,44.413188457489014
14,0.010322009213268757,0.010298020206391811,13.824070930480957,10.03300666809082,0.13218578696250916,-0.004475206136703491,29.72219467163086,22.666099548339844,-0.09571796655654907,12.598233866505325,0.010121035389602184,12.588112831115723,1.0,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,46.22305655479431
15,0.008145506493747234,0.008123815059661865,13.01626968383789,8.560994148254395,0.11391384154558182,-0.002174205146729946,6.634775161743164,23.12508773803711,-0.018271945416927338,11.859078954905272,0.008259367197751999,11.85081958770752,1.0,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,48.03852391242981
16,0.006930244620889425,0.006913464516401291,11.739052772521973,4.932412147521973,0.10866083949804306,-0.0012103505432605743,12.730658531188965,25.613561630249023,-0.005253002047538757,10.645381447393447,0.0069870916195213795,10.638394355773926,1.0,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,49.85274815559387
17,0.00618985528126359,0.006174174137413502,11.127779960632324,4.447303771972656,0.10612693428993225,-0.0007392903789877892,5.838706970214844,8.858804702758789,-0.0025339052081108093,10.061403084080666,0.006184387486428022,10.055218696594238,1.0,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,51.67059659957886
18,0.005624882876873016,0.005610310472548008,11.064618110656738,3.4076428413391113,0.09995434433221817,-0.0005638636648654938,0.42319756746292114,6.468645095825195,-0.006172589957714081,9.981873556505889,0.005522772204130888,9.976350784301758,1.0,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,53.49062705039978
19,0.005129307974129915,0.005115571431815624,10.82744026184082,2.8121495246887207,0.09692038595676422,-0.0004947390407323837,1.798744797706604,3.8921353816986084,-0.003033958375453949,9.770235422533005,0.004994753282517195,9.765240669250488,1.0,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,55.31182861328125
20,0.004746718797832727,0.004733447451144457,10.563481330871582,2.617306709289551,0.09061805158853531,-0.0003821239806711674,1.4667778015136719,1.1303304433822632,-0.006302334368228912,9.527657561469823,0.004735045600682497,9.52292251586914,1.0,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,57.13078284263611
21,0.004393857903778553,0.004380760248750448,10.44572639465332,2.563060760498047,0.08884064108133316,-0.00035268720239400864,1.4105231761932373,1.0543056726455688,-0.0017774105072021484,9.441963635385036,0.004497013986110687,9.437466621398926,1.0,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,59.17358946800232
22,0.003953434526920319,0.003940032795071602,10.052627563476562,3.2693941593170166,0.07976097613573074,-0.00044072745367884636,2.5858705043792725,6.896961212158203,-0.009079664945602417,9.145526652690023,0.003966098185628653,9.141560554504395,1.0,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,60.992053270339966
23,0.0036666083615273237,0.003653073450550437,9.906462669372559,3.5510194301605225,0.07739485055208206,-0.0002869593445211649,1.4095211029052734,1.9780833721160889,-0.0023661255836486816,9.04181264876388,0.00359796523116529,9.038214683532715,1.0,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,62.8095965385437
24,0.003310671541839838,0.0032979773823171854,9.705010414123535,2.912259340286255,0.07687380909919739,-0.00035509606823325157,1.8187721967697144,4.597081661224365,-0.0005210414528846741,8.881097346311435,0.003215342527255416,8.87788200378418,1.0,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,64.62752890586853
